xi,yi
$313.32,$44.76
$402.21,$44.69
$805.41,$14.13
$216.70,$21.67
$109.80,$21.96
$540.00,$20.00
$253.96,$18.14
$216.32,$27.04
$245.25,$16.35
$424.32,$13.26
$121.11,$40.37
$133.92,$8.37
$355.58,$7.73
$12.06,$6.03
$165.53,$13.19
$65.45,$2.34
$62.26,$29.23
$10.98,$1.01
$47.25,$38.73
$120.27,$11.23
$27.74,$5.94
$33.00,$14.93
$41.29,$21.73
$24.73,$9.93
$900.00,$900.00
$276.90,$276.90
$263.62,$2.64
$97.51,$0.02
$600.00,$2.50
$210.69,$339.12
$64.81,$98.20
$51.77,$33.08
$33.19,$25.15
$153.56,$355.29
$60.07,$91.01
$161.44,$316.55
$114.34,$228.68
$38.41,$31.23
$32.82,$33.84
$93.04,$211.46
$119.40,$237.87
$31.22,$21.79
$28.79,$20.74
$125.14,$279.88
$466.26,$12.27
$903.72,$26.58
$289.20,$9.64
$236.32,$33.76
$525.76,$65.72
$302.30,$60.46
$264.24,$33.03
$569.97,$63.33
$739.50,$24.65
$311.85,$44.55
$458.37,$50.93
$770.07,$13.51
$218.40,$21.84
$110.30,$22.06
$530.55,$19.65
$202.72,$14.48
$182.64,$22.83
$231.15,$15.41
$296.32,$9.26
$101.28,$33.76
$153.12,$9.57
$283.82,$6.17
$11.68,$5.84
$164.28,$13.09
$66.01,$2.36
$62.26,$29.23
$9.67,$0.89
$47.47,$38.91
$120.49,$11.25
$27.88,$5.97
$33.06,$14.96
$41.29,$21.73
$24.90,$10.00
$900.00,$900.00
$275.93,$275.93
$265.21,$2.65
$97.51,$0.02
$600.00,$2.50
$212.87,$342.63
$64.96,$98.43
$51.77,$33.08
$32.94,$24.96
$153.56,$355.29
$60.52,$91.69
$162.22,$318.07
$114.29,$228.58
$38.55,$31.34
$32.82,$33.84
$93.09,$211.56
$120.10,$239.25
$31.62,$22.07
$28.81,$20.75
$126.78,$283.54
$467.40,$12.30
$939.76,$27.64
$290.10,$9.67
$235.90,$33.70
$531.20,$66.40
$305.05,$61.01
$266.08,$33.26
$569.97,$63.33
$739.50,$24.65
$312.34,$44.62
$485.55,$53.95
$739.29,$12.97
$219.00,$21.90
$110.90,$22.18
$544.05,$20.15
$184.80,$13.20
$163.68,$20.46
$211.80,$14.12
$191.36,$5.98
$94.41,$31.47
$162.24,$10.14
$236.44,$5.14
$11.12,$5.56
$164.03,$13.07
$66.01,$2.36
$62.24,$29.22
$9.67,$0.89
$47.47,$38.91
$120.49,$11.25
$27.83,$5.96
$33.35,$15.09
$41.34,$21.76
$24.97,$10.03
$900.00,$900.00
$279.36,$279.36
$266.31,$2.66
$102.12,$0.02
$600.00,$2.50
$213.09,$342.98
$65.01,$98.50
$52.02,$33.24
$32.94,$24.96
$152.58,$353.02
$60.50,$91.67
$163.80,$321.17
$116.53,$233.05
$39.14,$31.82
$33.04,$34.06
$93.09,$211.56
$121.36,$241.78
$31.78,$22.18
$29.49,$21.24
$127.18,$284.43
$466.64,$12.28
$921.74,$27.11
$292.20,$9.74
$236.53,$33.79
$548.56,$68.57
$312.55,$62.51
$267.76,$33.47
$575.46,$63.94
$776.40,$25.88
$320.95,$45.85
$533.43,$59.27
$740.43,$12.99
$220.70,$22.07
$112.40,$22.48
$571.32,$21.16
$289.38,$20.67
$189.84,$23.73
$223.20,$14.88
$159.04,$4.97
$142.41,$47.47
$180.80,$11.30
$233.22,$5.07
$12.24,$6.12
$164.03,$13.07
$66.01,$2.36
$62.15,$29.18
$9.67,$0.89
$47.21,$38.70
$120.17,$11.22
$27.83,$5.96
$33.42,$15.12
$41.15,$21.66
$25.27,$10.15
$900.00,$900.00
$261.67,$261.67
$267.38,$2.67
$102.12,$0.02
$600.00,$2.50
$213.84,$344.18
$65.02,$98.51
$52.26,$33.39
$32.94,$24.96
$152.58,$353.02
$60.26,$91.31
$164.14,$321.85
$116.65,$233.29
$39.45,$32.07
$33.16,$34.19
$93.09,$211.56
$121.85,$242.75
$31.66,$22.10
$29.21,$21.04
$126.63,$283.21
$467.40,$12.30
$745.62,$21.93
$292.50,$9.75
$236.25,$33.75
$564.48,$70.56
$318.65,$63.73
$275.44,$34.43
$577.35,$64.15
$776.40,$25.88
$328.44,$46.92
$529.47,$58.83
$750.12,$13.16
$221.80,$22.18
$113.10,$22.62
$552.96,$20.48
$266.28,$19.02
$189.52,$23.69
$259.50,$17.30
$178.56,$5.58
$130.56,$43.52
$173.92,$10.87
$254.38,$5.53
$13.96,$6.98
$162.65,$12.96
$66.01,$2.36
$62.20,$29.20
$9.67,$0.89
$47.21,$38.70
$118.77,$11.09
$28.07,$6.01
$33.57,$15.19
$41.15,$21.66
$25.27,$10.15
$900.00,$900.00
$232.65,$232.65
$268.49,$2.68
$102.12,$0.02
$600.00,$2.50
$214.16,$344.71
$65.14,$98.69
$52.74,$33.70
$32.94,$24.96
$153.83,$355.91
$60.44,$91.57
$165.74,$324.99
$116.77,$233.54
$39.73,$32.30
$33.25,$34.28
$93.09,$211.56
$123.59,$246.22
$31.75,$22.16
$29.33,$21.13
$126.64,$283.23
$466.64,$12.28
$709.92,$20.88
$293.10,$9.77
$234.99,$33.57
$587.44,$73.43
$335.10,$67.02
$274.96,$34.37
$584.19,$64.91
$776.40,$25.88
$329.77,$47.11
$554.76,$61.64
$755.82,$13.26
$224.30,$22.43
$113.10,$22.62
$555.93,$20.59
$204.26,$14.59
$178.24,$22.28
$277.05,$18.47
$248.32,$7.76
$117.51,$39.17
$160.16,$10.01
$244.72,$5.32
$16.00,$8.00
$163.28,$13.01
$66.01,$2.36
$62.69,$29.43
$9.89,$0.91
$47.21,$38.70
$118.02,$11.02
$28.16,$6.03
$33.61,$15.21
$41.65,$21.92
$25.42,$10.21
$900.00,$900.00
$204.32,$204.32
$269.61,$2.70
$109.80,$0.02
$600.00,$2.50
$215.60,$347.02
$65.93,$99.89
$52.99,$33.86
$33.01,$25.01
$153.83,$355.91
$61.42,$93.06
$167.71,$328.85
$117.76,$235.52
$39.72,$32.29
$33.64,$34.68
$93.61,$212.74
$123.80,$246.63
$31.48,$21.97
$29.51,$21.26
$125.13,$279.84
$466.64,$12.28
$682.04,$20.06
$291.90,$9.73
$232.82,$33.26
$595.44,$74.43
$342.40,$68.48
$275.92,$34.49
$585.81,$65.09
$779.10,$25.97
$339.85,$48.55
$554.04,$61.56
$770.64,$13.52
$227.80,$22.78
$112.30,$22.46
$543.51,$20.13
$196.98,$14.07
$160.16,$20.02
$261.75,$17.45
$241.28,$7.54
$104.79,$34.93
$157.60,$9.85
$207.00,$4.50
$13.64,$6.82
$166.92,$13.30
$67.41,$2.41
$62.11,$29.16
$9.89,$0.91
$47.21,$38.70
$117.81,$11.00
$28.25,$6.05
$33.79,$15.29
$41.82,$22.01
$25.42,$10.21
$900.00,$900.00
$209.10,$209.10
$270.61,$2.71
$109.80,$0.02
$600.00,$2.50
$218.30,$351.37
$66.32,$100.49
$53.32,$34.07
$33.17,$25.13
$154.04,$356.39
$61.83,$93.68
$167.65,$328.72
$117.79,$235.58
$39.90,$32.44
$33.71,$34.75
$94.06,$213.78
$122.13,$243.30
$31.89,$22.26
$29.63,$21.34
$127.40,$284.92
$465.88,$12.26
$638.18,$18.77
$291.90,$9.73
$232.40,$33.20
$612.08,$76.51
$348.35,$69.67
$282.32,$35.29
$604.26,$67.14
$779.10,$25.97
$343.42,$49.06
$556.83,$61.87
$774.63,$13.59
$229.90,$22.99
$112.60,$22.52
$540.54,$20.02
$154.56,$11.04
$137.20,$17.15
$235.95,$15.73
$228.48,$7.14
$97.02,$32.34
$158.56,$9.91
$235.06,$5.11
$11.70,$5.85
$167.29,$13.33
$67.69,$2.42
$62.24,$29.22
$9.89,$0.91
$47.45,$38.89
$120.17,$11.22
$28.11,$6.02
$34.23,$15.49
$41.82,$22.01
$25.42,$10.21
$900.00,$900.00
$213.88,$213.88
$271.74,$2.72
$109.80,$0.02
$600.00,$2.50
$219.45,$353.21
$67.15,$101.74
$53.43,$34.14
$33.34,$25.26
$154.04,$356.39
$62.11,$94.11
$167.64,$328.70
$118.41,$236.82
$40.13,$32.63
$34.19,$35.25
$94.06,$213.78
$122.84,$244.72
$31.89,$22.26
$30.21,$21.76
$127.41,$284.95
$466.26,$12.27
$601.80,$17.70
$291.60,$9.72
$230.58,$32.94
$629.52,$78.69
$349.65,$69.93
$284.80,$35.60
$621.09,$69.01
$779.10,$25.97
$345.38,$49.34
$546.30,$60.70
$714.78,$12.54
$230.90,$23.09
$112.60,$22.52
$534.60,$19.80
$189.56,$13.54
$160.48,$20.06
$207.45,$13.83
$228.48,$7.14
$107.70,$35.90
$155.04,$9.69
$290.72,$6.32
$10.72,$5.36
$166.66,$13.28
$67.69,$2.42
$62.84,$29.50
$9.89,$0.91
$47.45,$38.89
$121.13,$11.31
$28.16,$6.03
$34.32,$15.53
$41.90,$22.05
$25.60,$10.28
$900.00,$900.00
$212.95,$212.95
$248.87,$2.49
$109.80,$0.02
$600.00,$2.50
$219.58,$353.42
$67.16,$101.75
$53.59,$34.24
$33.35,$25.27
$154.84,$358.25
$62.43,$94.59
$168.15,$329.70
$119.00,$238.00
$40.18,$32.67
$34.31,$35.37
$94.33,$214.38
$123.21,$245.45
$32.01,$22.34
$30.21,$21.76
$127.58,$285.32
$467.40,$12.30
$634.44,$18.66
$291.60,$9.72
$229.11,$32.73
$654.40,$81.80
$352.10,$70.42
$285.36,$35.67
$636.21,$70.69
$779.10,$25.97
$344.89,$49.27
$497.43,$55.27
$731.31,$12.83
$230.90,$23.09
$112.10,$22.42
$525.69,$19.47
$192.22,$13.73
$182.80,$22.85
$185.55,$12.37
$248.64,$7.77
$114.57,$38.19
$145.76,$9.11
$344.54,$7.49
$10.10,$5.05
$165.79,$13.21
$68.25,$2.44
$63.20,$29.67
$9.89,$0.91
$47.45,$38.89
$121.45,$11.34
$28.30,$6.06
$34.28,$15.51
$41.93,$22.07
$26.00,$10.44
$900.00,$900.00
$213.06,$213.06
$249.90,$2.50
$109.80,$0.02
$600.00,$2.50
$220.20,$354.42
$67.29,$101.96
$53.73,$34.33
$33.35,$25.27
$156.00,$360.93
$62.75,$95.07
$168.66,$330.70
$119.52,$239.03
$40.32,$32.78
$34.44,$35.50
$94.63,$215.07
$123.26,$245.55
$32.01,$22.34
$30.11,$21.69
$128.21,$286.74
$468.16,$12.32
$643.28,$18.92
$292.20,$9.74
$227.85,$32.55
$678.64,$84.83
$356.25,$71.25
$285.20,$35.65
$635.40,$70.60
$779.10,$25.97
$343.35,$49.05
$435.33,$48.37
$734.73,$12.89
$233.50,$23.35
$113.10,$22.62
$539.73,$19.99
$160.86,$11.49
$208.32,$26.04
$210.75,$14.05
$284.16,$8.88
$117.21,$39.07
$153.12,$9.57
$331.66,$7.21
$11.36,$5.68
$165.28,$13.17
$68.25,$2.44
$62.92,$29.54
$9.89,$0.91
$47.45,$38.89
$120.59,$11.26
$28.25,$6.05
$33.77,$15.28
$42.29,$22.26
$25.82,$10.37
$900.00,$900.00
$198.92,$198.92
$250.90,$2.51
$109.80,$0.02
$600.00,$2.50
$221.04,$355.78
$67.30,$101.97
$53.73,$34.33
$33.35,$25.27
$156.00,$360.93
$62.74,$95.06
$170.25,$333.83
$119.22,$238.43
$40.55,$32.97
$34.79,$35.87
$96.37,$219.03
$123.89,$246.81
$32.01,$22.34
$30.42,$21.91
$128.68,$287.78
$467.40,$12.30
$666.74,$19.61
$292.20,$9.74
$227.78,$32.54
$691.44,$86.43
$356.45,$71.29
$284.88,$35.61
$631.62,$70.18
$779.10,$25.97
$339.08,$48.44
$366.84,$40.76
$751.83,$13.19
$234.00,$23.40
$114.20,$22.84
$578.61,$21.43
$132.02,$9.43
$227.52,$28.44
$216.75,$14.45
$321.60,$10.05
$103.59,$34.53
$148.80,$9.30
$359.72,$7.82
$10.12,$5.06
$166.54,$13.27
$68.25,$2.44
$63.03,$29.59
$10.00,$0.92
$47.45,$38.89
$119.42,$11.15
$27.97,$5.99
$33.79,$15.29
$42.29,$22.26
$26.00,$10.44
$900.00,$900.00
$190.94,$190.94
$251.95,$2.52
$109.80,$0.02
$600.00,$2.50
$222.76,$358.55
$67.31,$101.98
$53.73,$34.33
$33.17,$25.13
$156.82,$362.84
$62.79,$95.13
$170.98,$335.26
$119.25,$238.49
$40.55,$32.97
$34.79,$35.87
$96.54,$219.41
$123.94,$246.90
$32.01,$22.34
$30.42,$21.91
$128.26,$286.86
$467.02,$12.29
$661.30,$19.45
$290.70,$9.69
$226.45,$32.35
$710.24,$88.78
$356.30,$71.26
$285.20,$35.65
$646.92,$71.88
$758.40,$25.28
$334.32,$47.76
$364.95,$40.55
$820.80,$14.40
$236.20,$23.62
$114.20,$22.84
$552.96,$20.48
$119.28,$8.52
$262.56,$32.82
$217.95,$14.53
$286.08,$8.94
$96.48,$32.16
$157.12,$9.82
$297.62,$6.47
$9.82,$4.91
$166.04,$13.23
$68.53,$2.45
$63.01,$29.58
$10.00,$0.92
$47.45,$38.89
$119.42,$11.15
$28.30,$6.06
$33.61,$15.21
$42.69,$22.47
$26.00,$10.44
$900.00,$900.00
$195.10,$195.10
$252.99,$2.53
$109.80,$0.02
$600.00,$2.50
$224.10,$360.70
$67.31,$101.99
$54.18,$34.62
$33.30,$25.23
$156.82,$362.84
$63.04,$95.52
$173.30,$339.81
$120.38,$240.75
$40.65,$33.05
$34.92,$36.00
$97.11,$220.70
$126.22,$251.45
$32.06,$22.38
$30.42,$21.91
$130.83,$292.60
$465.88,$12.26
$643.62,$18.93
$291.90,$9.73
$222.81,$31.83
$708.88,$88.61
$357.35,$71.47
$284.16,$35.52
$645.48,$71.72
$779.10,$25.97
$319.34,$45.62
$419.58,$46.62
$809.40,$14.20
$236.50,$23.65
$114.40,$22.88
$539.46,$19.98
$125.30,$8.95
$246.56,$30.82
$186.60,$12.44
$296.64,$9.27
$77.58,$25.86
$150.72,$9.42
$235.06,$5.11
$10.00,$5.00
$165.91,$13.22
$68.53,$2.45
$63.11,$29.63
$10.00,$0.92
$47.45,$38.89
$119.63,$11.17
$28.35,$6.07
$33.95,$15.36
$42.75,$22.50
$26.00,$10.44
$900.00,$900.00
$196.54,$196.54
$254.01,$2.54
$109.80,$0.02
$600.00,$2.50
$225.70,$363.28
$67.32,$102.00
$54.32,$34.71
$33.30,$25.23
$156.82,$362.84
$63.05,$95.53
$174.23,$341.63
$120.43,$240.86
$40.85,$33.21
$35.10,$36.19
$97.11,$220.70
$126.56,$252.13
$32.21,$22.48
$30.43,$21.92
$133.46,$298.47
$459.04,$12.08
$603.50,$17.75
$295.80,$9.86
$220.99,$31.57
$686.96,$85.87
$358.55,$71.71
$283.28,$35.41
$645.21,$71.69
$779.10,$25.97
$321.37,$45.91
$465.84,$51.76
$887.49,$15.57
$236.40,$23.64
$116.00,$23.20
$530.55,$19.65
$139.30,$9.95
$300.24,$37.53
$184.35,$12.29
$267.20,$8.35
$74.07,$24.69
$155.84,$9.74
$256.68,$5.58
$11.16,$5.58
$166.04,$13.23
$68.53,$2.45
$62.47,$29.33
$10.00,$0.92
$47.45,$38.89
$120.59,$11.26
$28.35,$6.07
$34.26,$15.50
$42.75,$22.50
$26.22,$10.53
$900.00,$900.00
$205.86,$205.86
$255.06,$2.55
$109.80,$0.02
$600.00,$2.50
$225.49,$362.94
$67.33,$102.01
$54.48,$34.81
$32.72,$24.79
$157.52,$364.46
$62.79,$95.13
$174.33,$341.83
$121.25,$242.50
$40.65,$33.05
$35.05,$36.13
$96.76,$219.92
$126.35,$251.71
$32.16,$22.45
$30.43,$21.92
$130.86,$292.66
$460.56,$12.12
$568.48,$16.72
$294.60,$9.82
$218.96,$31.28
$689.52,$86.19
$356.15,$71.23
$283.68,$35.46
$642.15,$71.35
$779.10,$25.97
$336.21,$48.03
$467.82,$51.98
$915.99,$16.07
$242.90,$24.29
$117.50,$23.50
$524.34,$19.42
$182.00,$13.00
$280.96,$35.12
$209.70,$13.98
$185.60,$5.80
$82.92,$27.64
$160.96,$10.06
$272.32,$5.92
$11.36,$5.68
$164.28,$13.09
$68.25,$2.44
$61.62,$28.93
$10.22,$0.94
